,time,education,difficulty
12945,51.498999999999995,,
12946,124.006,,
12947,102.459,,
12948,539.023,,
12949,1462.5179999999998,,
12950,1351.6370000000002,,
12951,229.43599999999998,,
12952,307.94,,
12953,180.011,,
12954,410.473,,
12955,758.431,,
12956,132.075,,
12957,801.32,,
12958,571.51,,
12959,430.13199999999995,,
12960,215.894,,
12961,393.217,,
12962,233.93,,
12963,2486.83,,
12964,1558.38,,
12965,529.369,,
12966,1360.277,,
12967,68.094,,
12968,45.61,,
12969,283.035,,
12970,35.843,,
12971,1453.892,,
12972,2055.505,,
12973,1246.3319999999999,,
12974,1032.37,,
12975,840.5880000000001,,
12976,1464.846,2.0,
12977,1100.325,,
12978,,,
12979,1796.21,,
12980,328.999,1.0,
12981,399.051,2.0,
12982,482.327,1.0,1.0
12983,423.806,,
12984,429.736,3.0,2.0
12985,314.83099999999996,2.0,1.0
12986,337.065,1.0,1.0
12987,381.343,3.0,1.0
12988,439.876,3.0,2.0
12989,326.449,2.0,2.0
12990,431.536,3.0,2.0
12991,335.543,3.0,2.0
12992,905.7080000000001,4.0,4.0
12993,755.067,3.0,3.0
12994,736.638,2.0,2.0
12995,3385.718,2.0,3.0
12996,1009.688,4.0,3.0
12997,1754.806,4.0,3.0
12998,620.893,3.0,3.0
12999,1997.635,4.0,2.0
13000,2201.178,3.0,4.0
13001,580.9259999999999,5.0,2.0
13002,384.647,4.0,2.0
13003,5237.582,,
13004,551.21,,
13005,147.343,,
13006,1490.787,1.0,1.0
13007,95.53399999999999,2.0,1.0
13008,1267.279,1.0,2.0
13009,734.1080000000001,2.0,2.0
13010,1464.8329999999999,3.0,4.0
13011,481.077,3.0,2.0
13012,2616.492,4.0,4.0
13013,2109.189,3.0,3.0
13014,801.658,,
13015,2821.087,3.0,2.0
13016,49.535,4.0,3.0
13017,223.206,3.0,3.0
13018,,,
13019,2760.844,4.0,3.0
13020,2402.39,3.0,2.0
13021,3985.117,4.0,3.0
13022,658.6039999999999,3.0,2.0
13023,22.244,1.0,1.0
13024,208.042,2.0,2.0
13025,168.377,2.0,1.0
13026,2921.97,3.0,3.0
13027,545.672,3.0,2.0
13028,365.70599999999996,2.0,2.0
13029,949.965,3.0,2.0
13030,578.5409999999999,2.0,2.0
13031,1035.213,3.0,2.0
13032,179.78400000000002,2.0,2.0
13033,252.71900000000002,2.0,2.0
13034,733.825,3.0,2.0
13035,843.158,3.0,2.0
13036,330.525,,
13037,1338.132,,
13038,375.168,,
13039,515.696,,
13040,1646.241,3.0,3.0
13041,68.138,3.0,
13042,2602.339,3.0,3.0
13043,154.998,3.0,2.0
13044,1702.595,3.0,3.0
13045,1261.99,4.0,4.0
13046,896.937,4.0,3.0
13047,162.215,4.0,3.0
13048,2295.7110000000002,,
13049,3949.493,,
13050,,,
13051,443.14,,
13052,189.695,,
13053,303.133,,
13054,1278.057,,
13055,305.642,3.0,2.0
13056,1558.131,,
13057,660.065,,2.0
13058,2121.139,,
13059,7400.056,,
13060,,,
13061,725.046,,
13062,2654.724,,
13063,,,
13064,,,
13065,1971.406,,
13066,4047.0959999999995,,
13067,3034.56,,
13068,916.737,,
13069,7004.53,3.0,4.0
13070,2000.0220000000002,3.0,2.0
13071,,,
13072,,,
13073,,,
13074,,,
13075,4088.9509999999996,3.0,3.0
13076,,,
13077,,,
13078,,,
13079,,,
13080,,,
13081,,,
13082,,,
13083,,,
13084,,,
13085,,,
13086,,,
13087,,,
13088,,,
13089,,,
13090,65.433,,
13091,170.12,,
13092,2151.369,,
13093,71.958,,
13094,135.96,,
13095,122.083,,
13096,273.624,,
13097,1616.609,,
13098,491.86,,
13099,159.911,,
13100,769.988,,
13101,460.925,,
13102,208.253,,
13103,823.451,,
13104,209.07,,
13105,1281.452,,
13106,1875.9160000000002,,
13107,2145.794,,
13108,384.327,,
13109,4873.503,,
13110,3145.435,,
13111,2231.275,,
13112,621.562,,
13113,9357.871,,4.0
13114,294.052,,
13115,1345.114,,
13116,244.27599999999998,,
13117,638.395,,
13118,1925.296,,
13119,804.845,,
13120,2449.78,,
13121,4171.157,,
13122,19.615,,
13123,173.00400000000002,,
13124,1047.719,,
13125,13875.668,,
13126,87.387,,
13127,2431.26,,
13128,4941.792,,
13129,4679.637,,
13130,138.535,4.0,
13131,10197.38,4.0,4.0
13132,49.736999999999995,,
13133,477.57599999999996,,
13134,2112.312,,
13135,262.517,,
13136,436.17400000000004,,
13137,216.957,,
13138,179.21200000000002,,
13139,873.118,,
13140,108.33,,
13141,413.369,,
13142,852.158,,
13143,794.1410000000001,,
13144,394.69300000000004,,
13145,549.9119999999999,,
13146,1062.458,,
13147,82.818,,
13148,183.687,,
13149,486.676,,
13150,158.622,,
13151,452.186,,
13152,1017.5319999999999,,
13153,314.051,,
13154,,,
13155,1259.4589999999998,,
13156,482.80699999999996,,
13157,199.15599999999998,,
13158,404.73800000000006,,
13159,,,
13160,790.819,,
13161,566.645,,
13162,89.12,,
13163,47.772,,
13164,1425.174,,
13165,570.7669999999999,,
13166,,,
13167,85.54700000000001,,
13168,2582.044,,
13169,,,
13170,135.494,,
13171,103.335,,
13172,4376.735,,
13173,,,
13174,,,
13175,17.625999999999998,,
13176,,,
13177,,,
13178,,,
13179,,,
13180,,,
13181,,,
13182,,,
13183,,,
13184,,,
13185,,,
13186,,,
13187,,,
13188,,,
13189,,,
13190,,,
13191,,,
13192,,,
13193,,,
13194,,,
13195,,,
13196,,,
13197,,,
13198,,,
13199,,,
13200,191.87,2.0,1.0
13201,1105.675,,
13202,1468.615,2.0,1.0
13203,58.071000000000005,3.0,1.0
13204,162.792,3.0,1.0
13205,1346.77,2.0,3.0
13206,1999.9979999999998,1.0,2.0
13207,4905.233,3.0,3.0
13208,2455.1839999999997,3.0,4.0
13209,116.194,2.0,1.0
13210,274.481,3.0,2.0
13211,465.339,4.0,2.0
13212,307.41,,
13213,346.517,,
13214,97.089,,
13215,304.584,3.0,2.0
13216,,3.0,2.0
13217,1385.0379999999998,4.0,4.0
13218,322.949,3.0,2.0
13219,2788.782,,
13220,789.585,,
13221,940.085,,
13222,1409.394,,
13223,9316.52,,
13224,632.2919999999999,,
13225,366.01599999999996,,
13226,475.084,,
13227,41.24100000000001,,
13228,1089.482,,
13229,822.6360000000001,,
13230,1505.736,,
13231,4989.151,,
13232,1073.175,,
13233,2402.569,,
13234,,,
13235,,,
13236,,,
13237,,,
13238,,,
13239,,,
13240,,,
13241,,,
13242,,,
13243,,,
13244,,,
13245,,,
13246,,,
13247,,,
13248,,,
13249,,,
13250,,,
13251,,,
13252,,,
13253,,,
13254,,,
13255,,,
13256,,,
13257,,,
13258,,,
13259,,,
13260,,,
13261,,,
13262,,,
13263,,,
13264,,,
13265,,,
13266,,,
13267,,,
13268,,,
13269,,,
13270,,,
13271,,,
13272,,,
13273,,,
13274,,,
13275,,,
13276,,,
13277,,,
13278,,,
13279,,,
13280,,,
13281,,,
13282,,,
13283,,,
13284,,,
13285,,,
13286,,,
13287,,,
13288,,,
13289,,,
13290,,,
13291,,,
13292,,,
13293,,,
13294,,,
13295,,,
13296,,,
13297,,,
13298,,,
13299,,,
13300,,,
13301,,,
13302,,,
13303,,,
13304,,,
13305,,,
13306,,,
13307,,,
13308,,,
13309,,,
13310,179.303,,
13311,165.66299999999998,2.0,1.0
13312,517.33,,
13313,78.253,3.0,1.0
13314,1630.876,4.0,2.0
13315,1601.026,4.0,3.0
13316,1583.378,3.0,4.0
13317,3311.485,4.0,4.0
13318,2689.88,5.0,5.0
13319,611.883,5.0,5.0
13320,6318.571999999999,,
13321,6225.420999999999,,
13322,365.506,,
13323,3449.211,,
13324,391.756,,
13325,867.52,,
13326,780.8789999999999,,
13327,2452.719,,
13328,,,
13329,,,
13330,,,
13331,,,
13332,,,
13333,,,
13334,,,
13335,,,
13336,,,
13337,,,
13338,,,
13339,,,
13340,,,
13341,,,
13342,,,
13343,,,
13344,,,
13345,,,
13346,,,
13347,,,
13348,,,
13349,,,
13350,,,
13351,,,
13352,,,
13353,,,
13354,,,
13355,,,
13356,,,
13357,,,
13358,,,
13359,,,
13360,,,
13361,,,
13362,,,
13363,,,
13364,,,
13365,,,
13366,,,
13367,,,
13368,,,
13369,,,
13370,,,
13371,,,
13372,,,
13373,,,
13374,,,
13375,,,
13376,,,
13377,,,
13378,,,
13379,,,
13380,,,
13381,,,
13382,,,
13383,,,
13384,,,
13385,,,
13386,,,
13387,,,
13388,,,
13389,,,
13390,,,
13391,,,
13392,,,
13393,,,
13394,,,
13395,,,
13396,,,
13397,,,
13398,,,
13399,,,
13400,,,
13401,,,
13402,,,
13403,,,
13404,,,
13405,,,
13406,,,
13407,,,
13408,,,
13409,,,
13410,,,
13411,,,
13412,,,
13413,,,
13414,,,
13415,,,
13416,,,
13417,,,
13418,,,
13419,,,
13420,592.64,4.0,1.0
13421,524.155,4.0,1.0
13422,,,
13423,,,
13424,,,
13425,,,
13426,,,
13427,,,
13428,,,
13429,,,
13430,,,
13431,,,
13432,,,
13433,,,
13434,,,
13435,,,
13436,,,
13437,,,
13438,,,
13439,,,
13440,,,
13441,,,
13442,,,
13443,,,
13444,,,
13445,,,
13446,,,
13447,,,
13448,,,
13449,,,
13450,,,
13451,,,
13452,,,
13453,,,
13454,,,
13455,,,
13456,,,
13457,,,
13458,,,
13459,,,
13460,,,
13461,,,
13462,,,
13463,,,
13464,,,
13465,,,
13466,,,
13467,,,
13468,,,
13469,,,
13470,,,
13471,,,
13472,,,
13473,,,
13474,,,
13475,,,
13476,,,
13477,,,
13478,,,
13479,,,
13480,,,
13481,,,
13482,,,
13483,,,
13484,,,
13485,,,
13486,,,
13487,,,
13488,,,
13489,,,
13490,,,
13491,,,
13492,,,
13493,,,
13494,,,
13495,,,
13496,,,
13497,,,
13498,,,
13499,,,
13500,,,
13501,,,
13502,,,
13503,,,
13504,,,
13505,,,
13506,,,
13507,,,
13508,,,
13509,,,
13510,,,
13511,,,
13512,,,
13513,,,
13514,,,
13515,,,
13516,,,
13517,,,
13518,,,
13519,,,
13520,,,
13521,,,
13522,,,
13523,,,
13524,,,
13525,,,
13526,,,
13527,,,
13528,,,
13529,,,
13530,24.249000000000002,,
13531,36.336999999999996,,
13532,94.693,,
13533,34.866,,
13534,48.313,,
13535,20.774,,
13536,51.055,,
13537,127.868,,
13538,173.245,,
13539,187.326,,
13540,164.592,,
13541,156.589,,
13542,172.38,,
13543,94.20700000000001,,
13544,77.368,,
13545,188.875,,
13546,127.15700000000001,,
13547,269.584,,
13548,152.905,,
13549,243.87,,
13550,266.295,,
13551,192.878,,
13552,222.132,,
13553,1391.6960000000001,,
13554,89.35,,
13555,27.337,,
13556,76.398,,
13557,33.981,,
13558,32.443000000000005,,
13559,271.868,,
13560,330.30699999999996,,
13561,338.778,,
13562,139.741,,
13563,311.81,,
13564,165.125,,
13565,413.1,,
13566,56.832,,
13567,101.83,,
13568,426.00300000000004,,
13569,666.177,,
13570,237.63,,
13571,7417.63,,
13572,22.229,,
13573,56.82899999999999,,
13574,65.685,,
13575,92.99700000000001,,
13576,164.562,,
13577,181.842,,
13578,117.728,,
13579,163.289,,
13580,162.939,,
13581,230.55,,
13582,236.907,,
13583,61.173,,
13584,348.531,,
13585,219.925,,
13586,336.876,,
13587,126.008,,
13588,379.105,,
13589,7.775,,
13590,199.55900000000003,,
13591,15.745,,
13592,53.827,,
13593,92.84200000000001,,
13594,374.718,,
13595,582.5509999999999,,
13596,159.812,,
13597,159.032,,
13598,342.108,,
13599,334.105,,
13600,3577.02,,
13601,121.02600000000001,,
13602,75.02199999999999,,
13603,163.518,,
13604,179.987,,
13605,126.072,,
13606,218.815,,
13607,201.142,,
13608,1060.2930000000001,,
13609,1856.0910000000001,,
13610,931.957,,
13611,197.269,,
13612,332.376,,
13613,323.42900000000003,,
13614,633.797,,
13615,1263.63,,
13616,460.786,,
13617,1243.428,,
13618,381.42199999999997,,
13619,2084.728,,
13620,1779.487,,
13621,1581.4620000000002,,
13622,574.197,,
13623,913.3910000000001,,
13624,1594.9289999999999,,
13625,592.745,3.0,2.0
13626,997.155,,
13627,133.806,,
13628,82.81700000000001,,
13629,787.482,,
13630,148.674,,
13631,1313.0539999999999,,
13632,2665.3720000000003,,
13633,2258.319,,
13634,1099.9360000000001,,
13635,1234.348,,
13636,625.525,,
13637,232.91099999999997,,
13638,,,
13639,203.50799999999998,1.0,4.0
13640,93.708,1.0,1.0
13641,64.132,1.0,1.0
13642,1566.9489999999998,2.0,2.0
13643,454.202,2.0,2.0
13644,69.887,2.0,2.0
13645,245.612,3.0,3.0
13646,461.974,2.0,2.0
13647,707.145,2.0,2.0
13648,724.721,3.0,3.0
13649,299.574,4.0,2.0
13650,294.616,3.0,2.0
13651,342.083,3.0,2.0
13652,802.998,3.0,2.0
13653,210.44,3.0,2.0
13654,298.047,2.0,2.0
13655,157.116,3.0,3.0
13656,742.382,3.0,3.0
13657,1597.389,,
13658,273.93,,
13659,1789.15,,
13660,2000.039,3.0,3.0
13661,486.274,2.0,2.0
13662,1101.629,,
13663,5913.355,4.0,3.0
13664,879.4939999999999,2.0,2.0
13665,52.222,2.0,2.0
13666,331.80699999999996,,
13667,74.53399999999999,1.0,1.0
13668,258.03700000000003,3.0,3.0
13669,651.6569999999999,2.0,2.0
13670,766.2080000000001,,
13671,,,
13672,,,
13673,2543.339,3.0,3.0
13674,367.251,3.0,3.0
13675,,,
13676,,,
13677,,,
13678,,,
13679,,,
13680,,,
13681,,,
13682,,,
13683,,,
13684,,,
13685,,,
13686,,,
13687,,,
13688,,,
13689,,,
13690,,,
13691,,,
13692,,,
13693,,,
13694,,,
13695,,,
13696,,,
13697,,,
13698,,,
13699,,,
13700,,,
13701,,,
13702,,,
13703,,,
13704,,,
13705,,,
13706,,,
13707,,,
13708,,,
13709,,,
13710,,,
13711,,,
13712,,,
13713,,,
13714,,,
13715,,,
13716,,,
13717,,,
13718,,,
13719,,,
13720,,,
13721,,,
13722,,,
13723,,,
13724,,,
13725,,,
13726,,,
13727,,,
13728,,,
13729,,,
13730,,,
13731,,,
13732,,,
13733,,,
13734,,,
13735,,,
13736,,,
13737,,,
13738,,,
13739,,,
13740,,,
13741,,,
13742,,,
13743,,,
13744,,,
13745,,,
13746,,,
13747,,,
13748,,,
13749,,,
13750,327.025,,
13751,204.34400000000002,,
13752,241.938,,
13753,15.300999999999998,,
13754,123.819,,
13755,3.8089999999999997,,
13756,93.012,,
13757,219.46900000000002,,
13758,310.224,,
13759,122.399,,
13760,111.49,,
13761,212.916,,
13762,663.005,,
13763,146.792,,
13764,116.244,,
13765,84.615,,
13766,43.11,,
13767,63.96,,
13768,71.788,,
13769,38.069,,
13770,130.89600000000002,,
13771,717.419,,
13772,389.36699999999996,,
13773,3394.1459999999997,,
13774,181.40200000000002,,
13775,19.014,,
13776,40.774,,
13777,26.825,,
13778,49.00899999999999,,
13779,210.463,,
13780,329.483,,
13781,150.134,,
13782,130.139,,
13783,597.852,,
13784,172.80700000000002,,
13785,479.101,,
13786,3.035,,
13787,450.157,,
13788,474.2,,
13789,1134.806,,
13790,571.812,,
13791,1917.694,,
13792,55.034,,
13793,27.334,,
13794,60.648,,
13795,74.354,,
13796,148.129,,
13797,104.11,,
13798,105.20700000000001,,
13799,196.30700000000002,,
13800,112.648,,
13801,134.811,,
13802,206.0,,
13803,103.008,,
13804,233.06099999999998,,
13805,199.524,,
13806,311.673,,
13807,157.589,,
13808,96.54799999999999,,
13809,10.197000000000001,,
13810,102.78399999999999,,
13811,45.525,,
13812,46.321999999999996,,
13813,74.732,,
13814,133.666,,
13815,1119.32,,
13816,498.958,,
13817,93.624,,
13818,1179.8010000000002,,
13819,440.74300000000005,,
13820,6384.670999999999,,
13821,111.61200000000001,,
13822,89.25299999999999,,
13823,205.577,,
13824,306.649,,
13825,96.49,,
13826,209.352,,
13827,736.737,,
13828,2660.2929999999997,,
13829,2947.9770000000003,,
13830,1622.7089999999998,,
13831,457.13599999999997,,
13832,786.138,,
13833,1209.088,,
13834,1511.898,,
13835,703.576,,
13836,331.061,,
13837,1577.546,,
13838,525.994,,
13839,3518.297,,
13840,759.555,,
13841,1458.369,,
13842,398.80400000000003,,
13843,1540.655,,
13844,2164.123,,
13845,2541.9120000000003,,
13846,1461.18,,
13847,50.263000000000005,,
13848,145.233,,
13849,425.074,,
13850,98.573,,
13851,800.665,,
13852,3691.8459999999995,5.0,4.0
13853,2494.297,,
13854,4223.313,,
13855,1529.483,,
13856,1655.649,,
13857,1563.2079999999999,,
13858,,,
13859,,,
13860,401.668,2.0,1.0
13861,383.782,2.0,1.0
13862,310.744,1.0,1.0
13863,36.81,2.0,1.0
13864,176.15200000000002,2.0,2.0
13865,56.00899999999999,2.0,1.0
13866,190.775,2.0,1.0
13867,1005.455,3.0,2.0
13868,508.415,,2.0
13869,291.23,2.0,
13870,335.839,2.0,1.0
13871,329.686,,
13872,758.9689999999999,2.0,1.0
13873,624.47,2.0,1.0
13874,255.093,1.0,1.0
13875,297.307,2.0,1.0
13876,283.668,2.0,1.0
13877,423.059,2.0,1.0
13878,168.345,2.0,1.0
13879,588.836,2.0,1.0
13880,468.385,2.0,1.0
13881,583.639,2.0,2.0
13882,603.243,2.0,2.0
13883,3486.114,,
13884,189.937,,
13885,86.354,,
13886,111.39,,
13887,55.271,,
13888,96.777,,
13889,433.48400000000004,,
13890,562.211,,
13891,252.53,,
13892,150.285,,
13893,253.81,,
13894,827.062,,
13895,942.428,,
13896,101.36200000000001,,
13897,354.356,,
13898,3530.434,,
13899,5386.679,,
13900,1243.776,,
13901,2561.966,4.0,3.0
13902,68.407,,
13903,134.108,,
13904,774.9119999999999,,
13905,68.535,,
13906,1448.011,,
13907,791.507,,
13908,259.103,,
13909,801.211,,
13910,83.76299999999999,,
13911,240.296,,
13912,439.704,,
13913,313.676,,
13914,575.7919999999999,,
13915,772.194,,
13916,875.816,,
13917,285.255,3.0,2.0
13918,722.4110000000001,3.0,2.0
13919,45.343,3.0,2.0
13920,102.448,3.0,2.0
13921,158.30700000000002,3.0,2.0
13922,85.22399999999999,2.0,2.0
13923,190.352,2.0,2.0
13924,1420.0479999999998,3.0,2.0
13925,1360.3220000000001,,
13926,591.484,,
13927,314.151,,
13928,2895.717,,
13929,698.408,,
13930,6901.651,5.0,4.0
13931,457.088,,
13932,175.08,,
13933,346.351,,
13934,472.974,,
13935,251.274,,
13936,422.11199999999997,,
13937,1653.953,,
13938,2286.619,,
13939,2635.612,,
13940,2377.917,,
13941,359.68800000000005,,
13942,1330.985,,
13943,1662.596,,
13944,6876.064,,
13945,2271.194,,
13946,1146.432,,
13947,3445.804,,
13948,713.698,,
13949,2122.726,,
13950,1637.1670000000001,,
13951,4217.032999999999,,
13952,1274.076,,
13953,3994.9109999999996,5.0,5.0
13954,2143.611,4.0,4.0
13955,2385.776,,
13956,2440.806,,
13957,117.068,,
13958,230.204,,
13959,605.519,,
13960,211.28599999999997,,
13961,10538.13,,
13962,3767.105,,
13963,3802.821,,
13964,6131.148,,
13965,2302.373,5.0,3.0
13966,2855.574,5.0,4.0
13967,1416.35,3.0,3.0
13968,,5.0,4.0
13969,19683.711,5.0,5.0
13970,383.702,2.0,1.0
13971,403.26,2.0,1.0
13972,253.43900000000002,1.0,1.0
13973,143.168,1.0,1.0
13974,1235.406,2.0,1.0
13975,137.796,1.0,1.0
13976,699.322,1.0,1.0
13977,1617.595,,
13978,1290.201,,
13979,343.93699999999995,,
13980,488.241,,
13981,564.812,,
13982,557.092,,
13983,727.306,1.0,
13984,650.95,1.0,
13985,1770.609,1.0,1.0
13986,765.954,1.0,1.0
13987,1074.5230000000001,1.0,1.0
13988,452.48800000000006,1.0,1.0
13989,1695.474,1.0,1.0
13990,6441.923000000001,2.0,2.0
13991,2098.427,,
13992,7930.076999999999,2.0,2.0
13993,6686.295,2.0,2.0
13994,264.936,1.0,1.0
13995,149.467,1.0,1.0
13996,230.57,1.0,1.0
13997,94.492,1.0,1.0
13998,470.155,1.0,1.0
13999,3533.993,1.0,1.0
14000,,,
14001,,,
14002,,,
14003,,,
14004,,,
14005,,,
14006,,,
14007,,,
14008,,,
14009,,,
14010,,,
14011,,,
14012,,,
14013,,,
14014,,,
14015,,,
14016,,,
14017,,,
14018,,,
14019,,,
14020,,,
14021,,,
14022,,,
14023,,,
14024,,,
14025,,,
14026,,,
14027,,,
14028,,,
14029,,,
14030,,,
14031,,,
14032,,,
14033,,,
14034,,,
14035,,,
14036,,,
14037,,,
14038,,,
14039,,,
14040,,,
14041,,,
14042,,,
14043,,,
14044,,,
14045,,,
14046,,,
14047,,,
14048,,,
14049,,,
14050,,,
14051,,,
14052,,,
14053,,,
14054,,,
14055,,,
14056,,,
14057,,,
14058,,,
14059,,,
14060,,,
14061,,,
14062,,,
14063,,,
14064,,,
14065,,,
14066,,,
14067,,,
14068,,,
14069,,,
14070,,,
14071,,,
14072,,,
14073,,,
14074,,,
14075,,,
14076,,,
14077,,,
14078,,,
14079,,,
14080,8.352,,
14081,19.509,,
14082,49.588,,
14083,22.846,,
14084,49.193999999999996,,
14085,3.471,,
14086,15.845999999999998,,
14087,182.558,,
14088,54.45399999999999,,
14089,130.711,,
14090,64.468,,
14091,183.078,,
14092,1622.035,,
14093,69.645,,
14094,51.412,,
14095,72.507,,
14096,157.505,,
14097,325.10900000000004,,
14098,67.62899999999999,,
14099,191.708,,
14100,,,
14101,130.589,,
14102,181.545,,
14103,2846.3779999999997,3.0,2.0
14104,195.548,,
14105,29.749000000000002,,
14106,32.851,,
14107,86.554,,
14108,35.188,,
14109,304.122,,
14110,346.29900000000004,,
14111,135.039,,
14112,37.467,,
14113,61.114,,
14114,643.139,,
14115,376.256,,
14116,11.595,,
14117,256.462,,
14118,259.002,,
14119,230.824,,
14120,250.442,,
14121,4853.875,,
14122,72.4,,
14123,11.792,,
14124,26.624000000000002,,
14125,91.023,,
14126,134.766,,
14127,135.784,,
14128,39.144,,
14129,160.813,,
14130,26.203000000000003,,
14131,103.56,,
14132,120.186,,
14133,395.84,,
14134,242.94799999999998,,
14135,84.97399999999999,,
14136,161.22899999999998,,
14137,221.40200000000002,,
14138,105.02799999999999,,
14139,33.354,,
14140,83.272,,
14141,30.621,,
14142,28.151,,
14143,100.044,,
14144,79.517,,
14145,574.99,,
14146,124.94,,
14147,32.885999999999996,,
14148,234.15200000000002,,
14149,167.88400000000001,,
14150,4918.152,,
14151,120.28399999999999,,
14152,142.656,,
14153,102.85,,
14154,170.75599999999997,,
14155,73.6,,
14156,225.01,,
14157,188.611,,
14158,910.58,,
14159,895.163,,
14160,984.326,,
14161,49.84,,
14162,244.56799999999998,,
14163,242.84799999999998,,
14164,490.536,,
14165,781.138,,
14166,287.79200000000003,,
14167,897.837,,
14168,445.056,,
14169,670.2710000000001,,
14170,365.411,,
14171,1058.565,,
14172,490.014,,
14173,1109.384,,
14174,838.422,,
14175,751.4110000000001,,
14176,770.298,,
14177,49.506,,
14178,248.637,,
14179,244.889,,
14180,470.584,,
14181,1358.727,,
14182,1572.015,,
14183,2831.3320000000003,,
14184,1272.4160000000002,,
14185,2214.496,,
14186,1514.088,,
14187,2540.723,,
14188,,,
14189,2436.766,,
14190,163.344,2.0,1.0
14191,81.939,,
14192,,2.0,1.0
14193,44.457,,
14194,161.45600000000002,,
14195,112.729,,
14196,640.395,3.0,2.0
14197,654.126,,
14198,1136.423,4.0,3.0
14199,360.10900000000004,2.0,2.0
14200,941.613,4.0,4.0
14201,659.295,,
14202,365.36400000000003,,
14203,498.824,,
14204,334.648,,
14205,1334.683,,
14206,575.741,,
14207,527.4540000000001,,
14208,418.18699999999995,3.0,2.0
14209,713.324,4.0,3.0
14210,1785.493,4.0,3.0
14211,1315.531,4.0,4.0
14212,1336.5739999999998,4.0,4.0
14213,2704.488,5.0,4.0
14214,596.5740000000001,3.0,1.0
14215,598.094,1.0,1.0
14216,89.469,2.0,1.0
14217,103.787,2.0,1.0
14218,54.295,1.0,1.0
14219,690.165,3.0,1.0
14220,2550.688,3.0,4.0
14221,682.8580000000001,3.0,3.0
14222,951.013,4.0,3.0
14223,2355.525,4.0,4.0
14224,1794.9779999999998,4.0,3.0
14225,1789.746,,
14226,96.12100000000001,,
14227,804.821,,
14228,1567.441,,
14229,4359.307,4.0,3.0
14230,1482.485,3.0,1.0
14231,4156.232,4.0,3.0
14232,145.819,,
14233,828.155,,
14234,461.273,,
14235,285.64,,
14236,470.645,,
14237,470.764,,
14238,323.805,,
14239,459.495,2.0,1.0
14240,917.2669999999999,3.0,3.0
14241,310.145,2.0,1.0
14242,596.87,2.0,1.0
14243,320.707,2.0,2.0
14244,741.13,3.0,1.0
14245,462.85400000000004,3.0,1.0
14246,4949.289000000001,,
14247,1296.487,,
14248,33.159,,
14249,707.2719999999999,,
14250,1522.182,,
14251,167.859,,
14252,5027.826,4.0,4.0
14253,226.57,3.0,2.0
14254,733.5169999999999,2.0,2.0
14255,1399.257,1.0,5.0
14256,6192.757,,
14257,302.69,,
14258,3082.156,,
14259,1956.985,,
14260,3702.077,,
14261,210.53400000000002,2.0,1.0
14262,136.11,1.0,1.0
14263,298.025,2.0,2.0
14264,501.00699999999995,4.0,3.0
14265,434.27099999999996,3.0,1.0
14266,997.863,,
14267,1237.657,3.0,2.0
14268,3910.446,4.0,2.0
14269,3932.532,3.0,3.0
14270,3257.612,4.0,2.0
14271,1928.747,3.0,2.0
14272,1625.0529999999999,4.0,3.0
14273,1986.2479999999998,3.0,2.0
14274,1518.22,3.0,3.0
14275,3412.4990000000003,,
14276,916.9169999999999,,
14277,1957.246,,
14278,858.285,,
14279,5063.76,,
14280,4727.96,2.0,4.0
14281,4718.861,,1.0
14282,1688.128,3.0,2.0
14283,1297.684,3.0,2.0
14284,1696.2879999999998,3.0,2.0
14285,2269.098,2.0,2.0
14286,2448.952,,
14287,76.813,2.0,1.0
14288,299.16700000000003,2.0,1.0
14289,1309.503,3.0,2.0
14290,305.592,2.0,2.0
14291,2414.186,3.0,3.0
14292,4307.376,,
14293,4682.866,,
14294,4071.9840000000004,,
14295,1883.5620000000001,3.0,2.0
14296,5152.775,2.0,3.0
14297,3196.208,2.0,3.0
14298,,,
14299,1341.261,2.0,5.0
14300,233.141,,
14301,137.444,,
14302,200.51,,
14303,74.875,,
14304,685.9019999999999,3.0,2.0
14305,444.358,3.0,2.0
14306,1838.491,2.0,1.0
14307,4464.054,,
14308,392.60699999999997,,
14309,127.41,,
14310,192.078,,
14311,427.42800000000005,,
14312,402.76,3.0,2.0
14313,296.3,3.0,2.0
14314,137.243,3.0,2.0
14315,1502.872,4.0,4.0
14316,685.125,4.0,2.0
14317,565.985,4.0,4.0
14318,454.586,3.0,3.0
14319,407.069,4.0,3.0
14320,2284.638,2.0,4.0
14321,938.943,3.0,3.0
14322,494.159,4.0,3.0
14323,3706.673,3.0,4.0
14324,720.62,,
14325,217.275,,
14326,890.0139999999999,4.0,3.0
14327,101.728,4.0,3.0
14328,147.811,2.0,2.0
14329,366.05699999999996,3.0,2.0
14330,4441.81,3.0,3.0
14331,463.036,,
14332,452.767,,
14333,274.811,,
14334,637.742,,
14335,1623.1889999999999,,
14336,1000.9069999999999,,
14337,2091.7470000000003,4.0,4.0
14338,7730.653,,
14339,2903.92,,
14340,1075.48,,
14341,2561.57,,
14342,398.19,,
14343,54.42,,
14344,140.202,,
14345,1805.739,,
14346,4978.357,,
14347,2572.986,,
14348,852.043,,
14349,715.716,,
14350,104.48899999999999,,
14351,203.672,,
14352,381.096,,
14353,89.98100000000001,,
14354,573.484,,
14355,1579.487,,
14356,4259.486,,
14357,811.9889999999999,,
14358,1764.2420000000002,,
14359,166.646,,
14360,1138.259,,
14361,124.463,,
14362,386.99699999999996,,
14363,812.4739999999999,,
14364,,,
